,drone_speed,drone_horizontal_turn_rate,drone_response_distance,is_violation,max_heli_speed,min_heli_speed
170,51.33,20.0,3000.0,0,183.33,154.0
171,51.33,20.0,3200.0,0,183.33,154.0
172,51.33,20.0,3400.0,0,183.33,154.0
173,51.33,20.0,3600.0,0,183.33,154.0
174,51.33,20.0,3800.0,0,183.33,154.0
175,51.33,20.0,4000.0,0,183.33,154.0
182,58.67,6.0,3200.0,0,183.33,154.0
183,58.67,6.0,3400.0,0,183.33,154.0
184,58.67,6.0,3600.0,0,183.33,154.0
185,58.67,6.0,3800.0,0,183.33,154.0
186,58.67,6.0,4000.0,0,183.33,154.0
193,58.67,8.0,3200.0,0,183.33,154.0
194,58.67,8.0,3400.0,0,183.33,154.0
195,58.67,8.0,3600.0,0,183.33,154.0
196,58.67,8.0,3800.0,0,183.33,154.0
197,58.67,8.0,4000.0,0,183.33,154.0
202,58.67,10.0,2800.0,0,183.33,154.0
203,58.67,10.0,3000.0,0,183.33,154.0
204,58.67,10.0,3200.0,0,183.33,154.0
205,58.67,10.0,3400.0,0,183.33,154.0
206,58.67,10.0,3600.0,0,183.33,154.0
207,58.67,10.0,3800.0,0,183.33,154.0
208,58.67,10.0,4000.0,0,183.33,154.0
213,58.67,12.0,2800.0,0,183.33,154.0
214,58.67,12.0,3000.0,0,183.33,154.0
215,58.67,12.0,3200.0,0,183.33,154.0
216,58.67,12.0,3400.0,0,183.33,154.0
217,58.67,12.0,3600.0,0,183.33,154.0
218,58.67,12.0,3800.0,0,183.33,154.0
219,58.67,12.0,4000.0,0,183.33,154.0
223,58.67,14.0,2600.0,0,183.33,154.0
224,58.67,14.0,2800.0,0,183.33,154.0
225,58.67,14.0,3000.0,0,183.33,154.0
226,58.67,14.0,3200.0,0,183.33,154.0
227,58.67,14.0,3400.0,0,183.33,154.0
228,58.67,14.0,3600.0,0,183.33,154.0
229,58.67,14.0,3800.0,0,183.33,154.0
230,58.67,14.0,4000.0,0,183.33,154.0
234,58.67,16.0,2600.0,0,183.33,154.0
235,58.67,16.0,2800.0,0,183.33,154.0
236,58.67,16.0,3000.0,0,183.33,154.0
237,58.67,16.0,3200.0,0,183.33,154.0
238,58.67,16.0,3400.0,0,183.33,154.0
239,58.67,16.0,3600.0,0,183.33,154.0
240,58.67,16.0,3800.0,0,183.33,154.0
241,58.67,16.0,4000.0,0,183.33,154.0
244,58.67,18.0,2400.0,0,183.33,154.0
245,58.67,18.0,2600.0,0,183.33,154.0
246,58.67,18.0,2800.0,0,183.33,154.0
247,58.67,18.0,3000.0,0,183.33,154.0
248,58.67,18.0,3200.0,0,183.33,154.0
249,58.67,18.0,3400.0,0,183.33,154.0
250,58.67,18.0,3600.0,0,183.33,154.0
251,58.67,18.0,3800.0,0,183.33,154.0
252,58.67,18.0,4000.0,0,183.33,154.0
255,58.67,20.0,2400.0,0,183.33,154.0
256,58.67,20.0,2600.0,0,183.33,154.0
257,58.67,20.0,2800.0,0,183.33,154.0
258,58.67,20.0,3000.0,0,183.33,154.0
259,58.67,20.0,3200.0,0,183.33,154.0
260,58.67,20.0,3400.0,0,183.33,154.0
261,58.67,20.0,3600.0,0,183.33,154.0
262,58.67,20.0,3800.0,0,183.33,154.0
263,58.67,20.0,4000.0,0,183.33,154.0
273,66.0,6.0,3800.0,0,183.33,154.0
274,66.0,6.0,4000.0,0,183.33,154.0
282,66.0,8.0,3400.0,0,183.33,154.0
283,66.0,8.0,3600.0,0,183.33,154.0
284,66.0,8.0,3800.0,0,183.33,154.0
285,66.0,8.0,4000.0,0,183.33,154.0
292,66.0,10.0,3200.0,0,183.33,154.0
293,66.0,10.0,3400.0,0,183.33,154.0
294,66.0,10.0,3600.0,0,183.33,154.0
295,66.0,10.0,3800.0,0,183.33,154.0
296,66.0,10.0,4000.0,0,183.33,154.0
303,66.0,12.0,3200.0,0,183.33,154.0
304,66.0,12.0,3400.0,0,183.33,154.0
305,66.0,12.0,3600.0,0,183.33,154.0
306,66.0,12.0,3800.0,0,183.33,154.0
307,66.0,12.0,4000.0,0,183.33,154.0
313,66.0,14.0,3000.0,0,183.33,154.0
314,66.0,14.0,3200.0,0,183.33,154.0
315,66.0,14.0,3400.0,0,183.33,154.0
316,66.0,14.0,3600.0,0,183.33,154.0
317,66.0,14.0,3800.0,0,183.33,154.0
318,66.0,14.0,4000.0,0,183.33,154.0
324,66.0,16.0,3000.0,0,183.33,154.0
325,66.0,16.0,3200.0,0,183.33,154.0
326,66.0,16.0,3400.0,0,183.33,154.0
327,66.0,16.0,3600.0,0,183.33,154.0
328,66.0,16.0,3800.0,0,183.33,154.0
329,66.0,16.0,4000.0,0,183.33,154.0
334,66.0,18.0,2800.0,0,183.33,154.0
335,66.0,18.0,3000.0,0,183.33,154.0
336,66.0,18.0,3200.0,0,183.33,154.0
337,66.0,18.0,3400.0,0,183.33,154.0
338,66.0,18.0,3600.0,0,183.33,154.0
339,66.0,18.0,3800.0,0,183.33,154.0
340,66.0,18.0,4000.0,0,183.33,154.0
345,66.0,20.0,2800.0,0,183.33,154.0
346,66.0,20.0,3000.0,0,183.33,154.0
347,66.0,20.0,3200.0,0,183.33,154.0
348,66.0,20.0,3400.0,0,183.33,154.0
349,66.0,20.0,3600.0,0,183.33,154.0
350,66.0,20.0,3800.0,0,183.33,154.0
351,66.0,20.0,4000.0,0,183.33,154.0
372,73.33,8.0,3800.0,0,183.33,154.0
373,73.33,8.0,4000.0,0,183.33,154.0
382,73.33,10.0,3600.0,0,183.33,154.0
383,73.33,10.0,3800.0,0,183.33,154.0
384,73.33,10.0,4000.0,0,183.33,154.0
392,73.33,12.0,3400.0,0,183.33,154.0
393,73.33,12.0,3600.0,0,183.33,154.0
394,73.33,12.0,3800.0,0,183.33,154.0
395,73.33,12.0,4000.0,0,183.33,154.0
403,73.33,14.0,3400.0,0,183.33,154.0
404,73.33,14.0,3600.0,0,183.33,154.0
405,73.33,14.0,3800.0,0,183.33,154.0
406,73.33,14.0,4000.0,0,183.33,154.0
414,73.33,16.0,3400.0,0,183.33,154.0
415,73.33,16.0,3600.0,0,183.33,154.0
416,73.33,16.0,3800.0,0,183.33,154.0
417,73.33,16.0,4000.0,0,183.33,154.0
425,73.33,18.0,3400.0,0,183.33,154.0
426,73.33,18.0,3600.0,0,183.33,154.0
427,73.33,18.0,3800.0,0,183.33,154.0
428,73.33,18.0,4000.0,0,183.33,154.0
435,73.33,20.0,3200.0,0,183.33,154.0
436,73.33,20.0,3400.0,0,183.33,154.0
437,73.33,20.0,3600.0,0,183.33,154.0
438,73.33,20.0,3800.0,0,183.33,154.0
439,73.33,20.0,4000.0,0,183.33,154.0
