relative_speed,drone_ascent_rate,step,drone_speed,drone_x_pos,heli_speed,drone_response_distance,is_violation
-182.84310460063844,8.95,520,44.0,2500.0,177.47,4000.0,0
-182.84310460063844,9.7,520,44.0,2500.0,177.47,4000.0,0
-182.84310460063844,10.45,520,44.0,2500.0,177.47,4000.0,0
-182.84310460063844,11.2,520,44.0,2500.0,177.47,4000.0,0
-182.84310460063844,11.95,520,44.0,2500.0,177.47,4000.0,0
-182.84310460063844,12.7,520,44.0,2500.0,177.47,4000.0,0
-182.84310460063844,13.45,520,44.0,2500.0,177.47,4000.0,0
-182.84310460063844,14.2,520,44.0,2500.0,177.47,4000.0,0
-181.35249901779682,8.2,520,58.67,2500.0,171.6,4000.0,0
-181.35249901779682,8.95,520,58.67,2500.0,171.6,4000.0,0
-181.35249901779682,9.7,520,58.67,2500.0,171.6,4000.0,0
-181.35249901779682,10.45,520,58.67,2500.0,171.6,4000.0,0
-181.35249901779682,11.2,520,58.67,2500.0,171.6,4000.0,0
-181.35249901779682,11.95,520,58.67,2500.0,171.6,4000.0,0
-181.35249901779682,12.7,520,58.67,2500.0,171.6,4000.0,0
-181.35249901779682,13.45,520,58.67,2500.0,171.6,4000.0,0
-181.35249901779682,14.2,520,58.67,2500.0,171.6,4000.0,0
-181.22836919202248,8.2,520,73.33,2500.0,165.73,4000.0,0
-181.22836919202248,8.95,520,73.33,2500.0,165.73,4000.0,0
-181.22836919202248,9.7,520,73.33,2500.0,165.73,4000.0,0
-181.22836919202248,10.45,520,73.33,2500.0,165.73,4000.0,0
-181.22836919202248,11.2,520,73.33,2500.0,165.73,4000.0,0
-181.22836919202248,11.95,520,73.33,2500.0,165.73,4000.0,0
-181.22836919202248,12.7,520,73.33,2500.0,165.73,4000.0,0
-181.22836919202248,13.45,520,73.33,2500.0,165.73,4000.0,0
-181.22836919202248,14.2,520,73.33,2500.0,165.73,4000.0,0
-179.11261513360805,8.2,520,51.33,2500.0,171.6,4000.0,0
-179.11261513360805,8.95,520,51.33,2500.0,171.6,4000.0,0
-179.11261513360805,9.7,520,51.33,2500.0,171.6,4000.0,0
-179.11261513360805,10.45,520,51.33,2500.0,171.6,4000.0,0
-179.11261513360805,11.2,520,51.33,2500.0,171.6,4000.0,0
-179.11261513360805,11.95,520,51.33,2500.0,171.6,4000.0,0
-179.11261513360805,12.7,520,51.33,2500.0,171.6,4000.0,0
-179.11261513360805,13.45,520,51.33,2500.0,171.6,4000.0,0
-179.11261513360805,14.2,520,51.33,2500.0,171.6,4000.0,0
-178.3884326406844,8.2,520,66.0,2500.0,165.73,4000.0,0
-178.3884326406844,8.95,520,66.0,2500.0,165.73,4000.0,0
-178.3884326406844,9.7,520,66.0,2500.0,165.73,4000.0,0
-178.3884326406844,10.45,520,66.0,2500.0,165.73,4000.0,0
-178.3884326406844,11.2,520,66.0,2500.0,165.73,4000.0,0
-178.3884326406844,11.95,520,66.0,2500.0,165.73,4000.0,0
-178.3884326406844,12.7,520,66.0,2500.0,165.73,4000.0,0
-178.3884326406844,13.45,520,66.0,2500.0,165.73,4000.0,0
-178.3884326406844,14.2,520,66.0,2500.0,165.73,4000.0,0
-177.15123482493706,8.2,520,44.0,2500.0,171.6,4000.0,0
-177.15123482493706,8.95,520,44.0,2500.0,171.6,4000.0,0
-177.15123482493706,9.7,520,44.0,2500.0,171.6,4000.0,0
-177.15123482493706,10.45,520,44.0,2500.0,171.6,4000.0,0
-177.15123482493706,11.2,520,44.0,2500.0,171.6,4000.0,0
-177.15123482493706,11.95,520,44.0,2500.0,171.6,4000.0,0
-177.15123482493706,12.7,520,44.0,2500.0,171.6,4000.0,0
-177.15123482493706,13.45,520,44.0,2500.0,171.6,4000.0,0
-177.15123482493706,14.2,520,44.0,2500.0,171.6,4000.0,0
-175.88549058975843,8.2,520,73.33,2500.0,159.87,4000.0,0
-175.88549058975843,8.95,520,73.33,2500.0,159.87,4000.0,0
-175.88549058975843,9.7,520,73.33,2500.0,159.87,4000.0,0
-175.88549058975843,10.45,520,73.33,2500.0,159.87,4000.0,0
-175.88549058975843,11.2,520,73.33,2500.0,159.87,4000.0,0
-175.88549058975843,11.95,520,73.33,2500.0,159.87,4000.0,0
-175.88549058975843,12.7,520,73.33,2500.0,159.87,4000.0,0
-175.88549058975843,13.45,520,73.33,2500.0,159.87,4000.0,0
-175.88549058975843,14.2,520,73.33,2500.0,159.87,4000.0,0
-175.8084235752087,8.2,520,58.67,2500.0,165.73,4000.0,0
-175.8084235752087,8.95,520,58.67,2500.0,165.73,4000.0,0
-175.8084235752087,9.7,520,58.67,2500.0,165.73,4000.0,0
-175.8084235752087,10.45,520,58.67,2500.0,165.73,4000.0,0
-175.8084235752087,11.2,520,58.67,2500.0,165.73,4000.0,0
-175.8084235752087,11.95,520,58.67,2500.0,165.73,4000.0,0
-175.8084235752087,12.7,520,58.67,2500.0,165.73,4000.0,0
-175.8084235752087,13.45,520,58.67,2500.0,165.73,4000.0,0
-175.8084235752087,14.2,520,58.67,2500.0,165.73,4000.0,0
-173.49697922442337,8.2,520,51.33,2500.0,165.73,4000.0,0
-173.49697922442337,8.95,520,51.33,2500.0,165.73,4000.0,0
-173.49697922442337,9.7,520,51.33,2500.0,165.73,4000.0,0
-173.49697922442337,10.45,520,51.33,2500.0,165.73,4000.0,0
-173.49697922442337,11.2,520,51.33,2500.0,165.73,4000.0,0
-173.49697922442337,11.95,520,51.33,2500.0,165.73,4000.0,0
-173.49697922442337,12.7,520,51.33,2500.0,165.73,4000.0,0
-173.49697922442337,13.45,520,51.33,2500.0,165.73,4000.0,0
-173.49697922442337,14.2,520,51.33,2500.0,165.73,4000.0,0
-172.95784717670372,8.2,520,66.0,2500.0,159.87,4000.0,0
-172.95784717670372,8.95,520,66.0,2500.0,159.87,4000.0,0
-172.95784717670372,9.7,520,66.0,2500.0,159.87,4000.0,0
-172.95784717670372,10.45,520,66.0,2500.0,159.87,4000.0,0
-172.95784717670372,11.2,520,66.0,2500.0,159.87,4000.0,0
-172.95784717670372,11.95,520,66.0,2500.0,159.87,4000.0,0
-172.95784717670372,12.7,520,66.0,2500.0,159.87,4000.0,0
-172.95784717670372,13.45,520,66.0,2500.0,159.87,4000.0,0
-172.95784717670372,14.2,520,66.0,2500.0,159.87,4000.0,0
-171.47137632852895,8.2,520,44.0,2500.0,165.73,4000.0,0
-171.47137632852895,8.95,520,44.0,2500.0,165.73,4000.0,0
-171.47137632852895,9.7,520,44.0,2500.0,165.73,4000.0,0
-171.47137632852895,10.45,520,44.0,2500.0,165.73,4000.0,0
-171.47137632852895,11.2,520,44.0,2500.0,165.73,4000.0,0
-171.47137632852895,11.95,520,44.0,2500.0,165.73,4000.0,0
-171.47137632852895,12.7,520,44.0,2500.0,165.73,4000.0,0
-171.47137632852895,13.45,520,44.0,2500.0,165.73,4000.0,0
-171.47137632852895,14.2,520,44.0,2500.0,165.73,4000.0,0
-170.5675493756066,8.2,520,73.33,2500.0,154.0,4000.0,0
-170.5675493756066,8.95,520,73.33,2500.0,154.0,4000.0,0
-170.5675493756066,9.7,520,73.33,2500.0,154.0,4000.0,0
-170.5675493756066,10.45,520,73.33,2500.0,154.0,4000.0,0
-170.5675493756066,11.2,520,73.33,2500.0,154.0,4000.0,0
-170.5675493756066,11.95,520,73.33,2500.0,154.0,4000.0,0
-170.5675493756066,12.7,520,73.33,2500.0,154.0,4000.0,0
-170.5675493756066,13.45,520,73.33,2500.0,154.0,4000.0,0
-170.5675493756066,14.2,520,73.33,2500.0,154.0,4000.0,0
-170.29558361860123,8.2,520,58.67,2500.0,159.87,4000.0,0
-170.29558361860123,8.95,520,58.67,2500.0,159.87,4000.0,0
-170.29558361860123,9.7,520,58.67,2500.0,159.87,4000.0,0
-170.29558361860123,10.45,520,58.67,2500.0,159.87,4000.0,0
-170.29558361860123,11.2,520,58.67,2500.0,159.87,4000.0,0
-170.29558361860123,11.95,520,58.67,2500.0,159.87,4000.0,0
-170.29558361860123,12.7,520,58.67,2500.0,159.87,4000.0,0
-170.29558361860123,13.45,520,58.67,2500.0,159.87,4000.0,0
-170.29558361860123,14.2,520,58.67,2500.0,159.87,4000.0,0
-167.9082660264229,8.2,520,51.33,2500.0,159.87,4000.0,0
-167.9082660264229,8.95,520,51.33,2500.0,159.87,4000.0,0
-167.9082660264229,9.7,520,51.33,2500.0,159.87,4000.0,0
-167.9082660264229,10.45,520,51.33,2500.0,159.87,4000.0,0
-167.9082660264229,11.2,520,51.33,2500.0,159.87,4000.0,0
-167.9082660264229,11.95,520,51.33,2500.0,159.87,4000.0,0
-167.9082660264229,12.7,520,51.33,2500.0,159.87,4000.0,0
-167.9082660264229,13.45,520,51.33,2500.0,159.87,4000.0,0
-167.9082660264229,14.2,520,51.33,2500.0,159.87,4000.0,0
-167.547008329006,8.2,520,66.0,2500.0,154.0,4000.0,0
-167.547008329006,8.95,520,66.0,2500.0,154.0,4000.0,0
-167.547008329006,9.7,520,66.0,2500.0,154.0,4000.0,0
-167.547008329006,10.45,520,66.0,2500.0,154.0,4000.0,0
-167.547008329006,11.2,520,66.0,2500.0,154.0,4000.0,0
-167.547008329006,11.95,520,66.0,2500.0,154.0,4000.0,0
-167.547008329006,12.7,520,66.0,2500.0,154.0,4000.0,0
-167.547008329006,13.45,520,66.0,2500.0,154.0,4000.0,0
-167.547008329006,14.2,520,66.0,2500.0,154.0,4000.0,0
-165.81440498340305,8.2,520,44.0,2500.0,159.87,4000.0,0
-165.81440498340305,8.95,520,44.0,2500.0,159.87,4000.0,0
-165.81440498340305,9.7,520,44.0,2500.0,159.87,4000.0,0
-165.81440498340305,10.45,520,44.0,2500.0,159.87,4000.0,0
-165.81440498340305,11.2,520,44.0,2500.0,159.87,4000.0,0
-165.81440498340305,11.95,520,44.0,2500.0,159.87,4000.0,0
-165.81440498340305,12.7,520,44.0,2500.0,159.87,4000.0,0
-165.81440498340305,13.45,520,44.0,2500.0,159.87,4000.0,0
-165.81440498340305,14.2,520,44.0,2500.0,159.87,4000.0,0
-164.7973570783221,8.2,520,58.67,2500.0,154.0,4000.0,0
-164.7973570783221,8.95,520,58.67,2500.0,154.0,4000.0,0
-164.7973570783221,9.7,520,58.67,2500.0,154.0,4000.0,0
-164.7973570783221,10.45,520,58.67,2500.0,154.0,4000.0,0
-164.7973570783221,11.2,520,58.67,2500.0,154.0,4000.0,0
-164.7973570783221,11.95,520,58.67,2500.0,154.0,4000.0,0
-164.7973570783221,12.7,520,58.67,2500.0,154.0,4000.0,0
-164.7973570783221,13.45,520,58.67,2500.0,154.0,4000.0,0
-164.7973570783221,14.2,520,58.67,2500.0,154.0,4000.0,0
-162.32919916022502,8.2,520,51.33,2500.0,154.0,4000.0,0
-162.32919916022502,8.95,520,51.33,2500.0,154.0,4000.0,0
-162.32919916022502,9.7,520,51.33,2500.0,154.0,4000.0,0
-162.32919916022502,10.45,520,51.33,2500.0,154.0,4000.0,0
-162.32919916022502,11.2,520,51.33,2500.0,154.0,4000.0,0
-162.32919916022502,11.95,520,51.33,2500.0,154.0,4000.0,0
-162.32919916022502,12.7,520,51.33,2500.0,154.0,4000.0,0
-162.32919916022502,13.45,520,51.33,2500.0,154.0,4000.0,0
-162.32919916022502,14.2,520,51.33,2500.0,154.0,4000.0,0
-160.1624175641714,8.2,520,44.0,2500.0,154.0,4000.0,0
-160.1624175641714,8.95,520,44.0,2500.0,154.0,4000.0,0
-160.1624175641714,9.7,520,44.0,2500.0,154.0,4000.0,0
-160.1624175641714,10.45,520,44.0,2500.0,154.0,4000.0,0
-160.1624175641714,11.2,520,44.0,2500.0,154.0,4000.0,0
-160.1624175641714,11.95,520,44.0,2500.0,154.0,4000.0,0
-160.1624175641714,12.7,520,44.0,2500.0,154.0,4000.0,0
-160.1624175641714,13.45,520,44.0,2500.0,154.0,4000.0,0
-160.1624175641714,14.2,520,44.0,2500.0,154.0,4000.0,0
